Obs,year,nui,ciiu3,region,forpro,fabval,expval,va,emptot,rempag,vstk
12457,2003,12904,2109,13,1,860241,0,649890,67,257664,"1,30E+06"
12458,2003,12905,2430,13,1,0,0,962569,67,648001,958221
12459,2003,12906,2422,13,1,7528462,1749,4471670,220,1372445,"1,20E+06"
12460,2003,12907,2422,13,1,645916,0,233508,27,140785,164131
12461,2003,12908,2422,13,1,13338956,9777,7043534,315,2471870,"2,00E+06"
12462,2003,12909,2422,13,1,4941122,0,2216321,88,246137,"1,60E+06"
12463,2003,12910,2899,13,1,328974,0,244465,25,105298,202764
12464,2003,12911,2520,13,1,1031825,78761,848340,216,439991,688834
12465,2003,12912,2691,13,1,1808460,507304,576685,209,1068048,"2,30E+06"
12466,2003,12914,3130,13,1,2156641,142831,801077,140,489624,827173
12467,2003,12915,3110,13,1,626368,27566,572295,27,179427,45508
12468,2003,12916,2811,13,1,440181,0,354276,26,116750,157782
12469,2003,12918,1541,13,1,146628,0,117107,13,35794,4835
12470,2003,12919,2221,13,3,5014918,0,2843218,90,813321,"3,10E+06"
12471,2003,12920,2520,13,1,0,0,847694,88,493948,96130
12472,2003,12922,3610,13,1,176617,0,84972,26,58628,182382
12473,2003,12923,2899,13,2,225965,0,2121992,72,935854,157449
12474,2003,12926,2893,13,2,5756478,400962,3468020,247,905563,"4,00E+06"
12475,2003,12927,1729,13,3,330042,0,272158,19,127635,88218
12476,2003,12929,1721,13,1,572342,0,170469,34,123375,114486
12477,2003,12930,2899,13,1,112029,20497,401569,24,112529,154205
12478,2003,12931,2423,13,1,8905890,334621,3819951,145,1577802,"2,40E+06"
12479,2003,12932,2610,13,3,1703250,327684,2390235,99,959906,0
12480,2003,12933,2899,13,1,7612875,488674,8140603,443,3751627,"3,30E+06"
12481,2003,12934,2429,13,1,3843800,1320660,1540210,89,421802,992886
12482,2003,12936,2424,13,2,13248406,4784741,12337533,329,2872629,"2,90E+06"
12483,2003,12937,2710,13,1,14640547,0,3190081,134,1013059,"5,60E+06"
12484,2003,12938,2899,13,1,9746533,0,3396452,243,2038423,"3,70E+06"
12485,2003,12939,2930,13,1,55056686,11997940,23138682,866,6106271,"1,90E+07"
12486,2003,12940,2221,13,4,21691439,3389488,8201488,468,3528985,"1,90E+07"
12487,2003,12941,1541,13,1,78610,0,35897,12,27139,178599
12488,2003,12942,2102,13,1,37537913,4089539,13160958,435,2949628,"1,20E+07"
12489,2003,12943,1722,13,1,10497585,0,5417175,196,1462716,"9,10E+06"
12490,2003,12944,2899,13,1,0,0,847696,88,493948,37030
12491,2003,12948,2429,13,3,7135580,1091604,2869308,121,954386,"1,60E+06"
12492,2003,12949,3430,13,1,2542386,0,1419804,126,747415,203283
12493,2003,12951,3430,13,1,3730735,109237,2178694,159,1015047,"2,90E+06"
12494,2003,12952,2413,13,1,5597852,135835,3322485,196,1402972,"3,10E+06"
12495,2003,12953,2899,13,3,11028477,2362340,4641258,220,1215527,"8,30E+06"
12496,2003,12954,2899,13,1,322880,0,93133,7,34910,59873
12497,2003,12955,1541,13,1,206099,0,92861,18,43209,84119
12498,2003,12958,2899,13,3,9651245,3039112,4783105,146,1309446,"3,50E+06"
12499,2003,12959,2519,13,1,491866,158964,319962,51,242250,55650
12500,2003,12960,2695,13,1,14996069,0,3375587,267,2378251,"2,70E+07"
12501,2003,12962,1541,13,1,276327,0,86815,22,63943,27398
12502,2003,12963,1730,13,1,12338552,1372648,5102106,830,4317027,"1,80E+06"
12503,2003,12964,2929,13,1,163786,0,152955,11,40612,17680
12504,2003,12965,2899,13,1,5807255,0,22269373,300,2716087,"2,30E+06"
12505,2003,12968,2913,13,1,570158,0,456131,41,145533,862612
12506,2003,12970,1543,13,1,206780,0,130880,22,63854,45352
12507,2003,12971,2899,13,1,341275,82475,292417,28,85072,190858
12508,2003,12973,1810,13,1,415326,0,299334,43,110610,116217
12509,2003,12974,2912,13,1,775422,0,495801,43,211428,298888
12510,2003,12975,1531,13,1,402189,0,586808,47,164519,668273
12511,2003,12976,1541,13,1,250031,0,147937,21,43648,187159
12512,2003,12977,2520,13,1,546905,0,459227,30,167852,"1,20E+06"
12513,2003,12978,1920,13,1,58925,0,27168,7,5017,327
12514,2003,12979,1511,13,1,55105601,0,25721742,1141,6927921,"1,40E+07"
12515,2003,12980,2691,13,1,120163,0,97320,26,43453,112273
12516,2003,12984,1810,13,1,943960,0,253554,25,88410,7331
12517,2003,12986,2102,13,1,189341,0,70857,8,30726,0
12518,2003,12988,2610,13,1,119078,0,80825,17,40841,20381
12519,2003,12990,3610,13,1,150287,0,115056,9,67752,5785
12520,2003,12991,3610,13,1,648691,278616,460581,64,221551,974973
12521,2003,12992,1721,13,1,1929151,0,1638804,75,289416,279925
12522,2003,12995,2520,13,1,1039750,0,740821,65,267909,382734
12523,2003,12996,2899,13,1,382054,0,53553,48,164422,290439
12524,2003,12998,3610,13,1,482769,0,308074,15,81342,21352
12525,2003,12999,2102,13,1,14239154,14726,5476014,470,2771494,"8,00E+06"
12526,2003,13001,3150,13,1,261483,0,77477,27,58979,126163
12527,2003,13002,1541,13,1,74656,0,47236,9,17285,3180
12528,2003,13003,2212,13,1,1153254,0,949811,59,271549,501474
12529,2003,13004,2899,13,1,76626,0,78207,21,46549,50089
12530,2003,13005,3599,13,1,171903,0,146894,17,55817,27936
12531,2003,13007,2924,13,1,1399093,0,766351,46,347735,879860
12532,2003,13008,1543,13,1,1391046,0,622905,62,218820,298078
12533,2003,13010,2519,13,1,755054,0,796295,102,420272,452200
12534,2003,13011,3610,13,1,1305019,0,824203,24,95697,"1,10E+06"
12535,2003,13012,2930,13,1,1085391,0,1381804,113,724228,643890
12536,2003,13013,2899,13,1,1410789,90389,634411,54,345218,282527
12537,2003,13014,2915,13,1,3561797,84500,2170246,161,953197,"1,30E+06"
12538,2003,13019,2924,13,1,813674,0,801653,20,76350,178649
12539,2003,13020,2219,13,1,120302,0,87319,10,47521,23037
12540,2003,13021,2221,13,1,105317,0,80187,17,27533,10371
12541,2003,13022,2915,13,1,140306,0,85135,9,38897,46381
12542,2003,13024,2424,13,1,425845,0,341400,24,90551,112393
12543,2003,13025,2424,13,1,108263,0,106286,16,55327,0
12544,2003,13027,2423,13,1,1635007,0,1144341,62,357728,336726
12545,2003,13028,2423,13,1,431250,0,837150,50,313921,57630
12546,2003,13029,3610,13,1,134911,0,10481,24,56854,70281
12547,2003,13030,2913,13,1,24979,0,116993,10,47670,88286
12548,2003,13031,2424,13,1,111730,0,109884,8,13872,17777
12549,2003,13032,2899,13,1,1319582,113945,826358,41,151511,501749
12550,2003,13034,3599,13,1,97774,0,128596,31,60691,3529
12551,2003,13035,2899,13,1,356553,0,368006,34,208453,537436
12552,2003,13036,2811,13,1,758356,37742,1794452,108,633878,360097
12553,2003,13037,2710,13,1,761167,0,222204,25,178424,240988
12554,2003,13038,3610,13,1,559550,0,350224,39,115788,20669
12555,2003,13039,1541,13,1,55177,0,21449,10,12826,"2,50E+06"
12556,2003,13040,2219,13,1,442779,0,312761,24,141266,84173
12557,2003,13041,1920,13,1,237035,0,29842,10,32088,10052
12558,2003,13042,3610,13,1,159403,0,73956,16,64811,67936
12559,2003,13044,2520,13,1,192706,0,116111,17,50000,47557
12560,2003,13045,2813,13,1,28141,0,16065,6,7798,61047
12561,2003,13046,3610,13,1,1675031,1675031,713646,158,448801,"1,00E+06"
12562,2003,13047,1543,13,2,2664332,155836,1645252,100,610328,"1,60E+06"
12563,2003,13048,2520,13,1,484452,0,200093,34,109133,428272
12564,2003,13049,1541,13,1,136398,0,61886,20,45671,0
12565,2003,13050,1541,13,1,163466,0,79674,14,34820,8207
12566,2003,13051,2101,13,3,41034608,4774122,21372316,319,3249855,"3,80E+07"
12567,2003,13052,2919,13,1,605367,17509,165580,42,154304,194115
12568,2003,13053,2899,13,1,163243,0,151797,11,65260,10561
12569,2003,13056,1511,13,1,2471776,0,1399534,114,728208,"1,70E+06"
12570,2003,13057,2101,13,1,2426881,4646,590793,24,187544,568186
12571,2003,13058,1541,13,1,220033,0,118496,39,82795,38038
12572,2003,13060,3694,13,1,337088,102996,296410,31,105914,210830
12573,2003,13062,2892,13,1,72383,0,74982,10,26600,8900
12574,2003,13063,2919,13,1,483944,0,520995,30,91677,512
12575,2003,13064,3694,13,1,501785,0,582496,73,243668,138988
12576,2003,13065,2919,13,1,298341,0,225811,23,87777,218030
12577,2003,13067,2520,13,1,5423678,117976,2774707,229,853312,"7,70E+06"
12578,2003,13068,3610,13,1,83455,0,45713,6,18420,23634
12579,2003,13069,2520,13,1,303871,0,176508,19,33175,0
12580,2003,13070,2109,13,1,942166,0,751464,34,232090,448546
12581,2003,13071,1810,13,3,810769,0,1469907,331,349727,23176
12582,2003,13072,1541,13,1,150570,0,69997,14,18857,59665
12583,2003,13073,2811,13,1,288517,0,108949,24,45223,21866
12584,2003,13074,2221,13,1,2220950,0,1171360,85,633782,"1,50E+06"
12585,2003,13075,2422,13,1,2283451,0,2118087,99,756508,"1,00E+06"
12586,2003,13076,2919,13,1,1088481,0,486430,125,204152,95610
12587,2003,13077,1514,13,1,828758,0,327099,21,78183,172451
12588,2003,13078,2710,13,1,321098,0,172302,17,76620,22673
12589,2003,13079,3430,13,1,175309,0,113076,13,29847,29070
12590,2003,13080,3120,13,1,50744,0,40844,9,14887,47908
12591,2003,13081,1541,13,1,81775,0,37605,12,19733,7932
12592,2003,13082,2710,13,1,4960678,0,4846141,40,242947,"7,60E+06"
12593,2003,13084,1541,13,1,60715,0,9346,12,20224,7146
12594,2003,13086,3120,13,1,1377677,25234,842748,70,376316,"1,00E+06"
12595,2003,13087,1511,13,3,2640533,0,1360663,123,715807,926246
12596,2003,13088,1511,13,1,25253424,0,13060163,300,1352282,"1,70E+07"
12597,2003,13089,2930,13,1,230602,0,100805,17,41485,57290
12598,2003,13090,2021,13,1,205660,0,173577,59,90069,538189
12599,2003,13091,2610,13,1,108233,0,143444,24,35235,282833
12600,2003,13092,1541,13,1,84838,0,32653,18,41804,20581
12601,2003,13093,2695,13,1,378725,0,209592,24,61350,170662
12602,2003,13094,3120,13,1,848679,66757,605357,148,356509,963330
12603,2003,13096,2520,13,1,1275138,1049766,645768,86,205919,848540
12604,2003,13097,2811,13,1,4794529,0,3650591,180,1121129,"7,00E+06"
12605,2003,13100,1541,13,1,117600,0,24100,11,24182,0
12606,2003,13101,1541,13,1,155000,0,398790,22,70585,56065
12607,2003,13102,2899,13,1,3240315,157669,2021307,101,600765,428588
12608,2003,13103,1711,13,1,25055,0,19198,9,17115,109737
12609,2003,13104,2899,13,1,0,0,72276,10,56257,17663
12610,2003,13105,2691,13,1,11005036,7922257,12702673,494,3768283,"6,50E+06"
12611,2003,13106,2610,13,1,415989,38596,300497,55,257284,34041
12612,2003,13107,2520,13,1,3480148,528690,1845897,93,597142,361116
12613,2003,13108,2691,13,1,1596580,1235030,932264,86,544055,"2,00E+06"
12614,2003,13110,2811,13,1,100989,0,54300,8,11961,15164
12615,2003,13111,1541,13,1,240699,0,70930,17,32318,0
12616,2003,13112,1541,13,1,133897,0,47098,16,32821,95467
12617,2003,13113,1541,13,1,130690,0,71429,18,31092,5448
12618,2003,13114,1721,13,1,849750,0,539004,84,195218,480708
12619,2003,13115,2023,13,1,463632,0,64330,17,31242,36374
12620,2003,13116,3610,13,1,109882,0,57540,22,64088,314822
12621,2003,13117,2710,13,1,18463143,0,5935898,205,1429369,"5,40E+06"
12622,2003,13118,2424,13,1,882100,0,697768,56,338346,282470
12623,2003,13119,2519,13,2,3151733,0,6984433,393,2969943,"6,20E+06"
12624,2003,13120,2519,13,1,2491507,13962,979768,100,942296,"1,80E+06"
12625,2003,13122,1911,13,1,409897,0,234823,29,161304,181614
12626,2003,13123,2520,13,1,578158,0,431340,37,97574,903263
12627,2003,13124,2899,13,1,211339,0,90217,36,81558,0
12628,2003,13125,3592,13,1,7390820,349754,2646851,215,1422598,"2,80E+06"
12629,2003,13126,2520,13,1,9328806,0,6768351,105,709055,"1,10E+07"
12630,2003,13130,3420,13,1,2336720,309523,971198,67,397137,285325
12631,2003,13132,2811,13,1,1691498,0,1198510,76,553203,568301
12632,2003,13135,2520,13,1,634948,0,455395,15,112103,436404
12633,2003,13136,2429,13,1,2226450,0,899533,65,388883,811358
12634,2003,13137,1541,13,1,154365,0,167450,18,97606,0
12635,2003,13138,2421,13,1,0,0,2467505,212,1282206,333156
12636,2003,13139,2423,13,1,26403721,3325405,24583360,448,8468367,"1,70E+06"
12637,2003,13140,2924,13,1,640680,0,608325,29,280085,184464
12638,2003,13142,3610,13,1,230264,0,86896,19,41184,12650
12639,2003,13143,3420,13,1,358030,0,397583,93,181977,"2,90E+06"
12640,2003,13144,2710,13,1,991513,0,351406,39,183698,363321
12641,2003,13145,2102,13,1,21568563,181724,10709813,485,3894361,"1,40E+07"
12642,2003,13146,2520,13,1,86364,0,-88940,6,83829,480006
12643,2003,13147,1541,13,1,831253,0,413456,66,173730,279346
12644,2003,13148,1722,13,1,590577,12272,246914,31,67782,216188
12645,2003,13150,2520,13,1,965179,0,447042,46,206996,"1,10E+06"
12646,2003,13152,2899,13,1,1539560,21504,1145201,91,618001,773804
12647,2003,13153,1810,13,1,938095,770631,610596,71,379170,529608
12648,2003,13156,2692,13,2,10008438,1813881,1203768,84,1229518,"5,40E+06"
12649,2003,13157,2692,13,1,1352843,33416,918642,33,149128,82975
12650,2003,13158,2710,13,3,76299055,3729974,41743757,324,5016408,"7,80E+07"
12651,2003,13159,2520,13,1,358119,0,134374,19,36668,73403
12652,2003,13160,2813,13,1,1268881,0,351766,15,66456,584044
12653,2003,13162,1723,13,1,0,0,263713,23,120188,186203
12654,2003,13163,2891,13,1,0,0,147983,38,205467,134546
12655,2003,13164,2520,13,1,2656574,50783,3129629,86,751645,0
12656,2003,13166,1513,13,1,9632961,2586217,2588365,375,1116690,"1,60E+06"
12657,2003,13167,2520,13,1,333507,0,81924,10,32526,8698
12658,2003,13168,2429,13,1,9504232,0,3509341,157,1156033,"1,00E+06"
12659,2003,13169,1513,13,1,6689994,0,4434999,242,1164024,"2,20E+06"
12660,2003,13171,2915,13,1,94514,0,208,28,74253,414054
12661,2003,13172,2429,13,1,3843911,71954,1870851,66,624667,827539
12662,2003,13173,2811,13,1,6571256,150705,4662024,180,1353706,"4,40E+06"
12663,2003,13177,1920,13,1,479306,0,440606,26,20158,135765
12664,2003,13178,2693,13,3,27386618,0,19732931,400,5374039,"1,20E+07"
12665,2003,13179,1554,13,2,14665993,60630,10771072,267,3442288,"1,90E+07"
12666,2003,13180,2520,13,1,12448614,624927,5040457,270,1747147,"8,30E+06"
12667,2003,13182,2429,13,2,1301408,25809,991237,36,310452,854982
12668,2003,13184,3610,13,1,358825,0,371645,31,118671,288425
12669,2003,13186,1911,13,1,1280431,632287,440563,45,258994,626624
12670,2003,13187,2520,13,1,1902568,0,789904,63,208688,912049
12671,2003,13188,2924,13,1,4559452,3151449,3087674,130,1429474,"1,80E+06"
12672,2003,13189,2919,13,1,629781,179220,339891,12,148662,103410
12673,2003,13190,2691,13,1,130267,0,171219,23,84221,245574
12674,2003,13191,2520,13,1,856311,10760,458482,57,192572,381271
12675,2003,13193,2912,13,1,704578,0,760879,120,383955,993454
12676,2003,13194,2710,13,1,224033,0,175249,26,86780,40826
12677,2003,13195,2520,13,1,1371372,0,667429,58,354648,474288
12678,2003,13196,2430,13,1,6687784,200578,3054702,130,1264825,"1,30E+07"
12679,2003,13198,1541,13,1,27606137,0,20079283,1084,8499279,"2,00E+07"
12680,2003,13200,2022,13,1,2036521,0,1699266,134,1135638,"2,40E+06"
12681,2003,13201,2899,13,1,1276072,65059,1269777,32,158162,440843
12682,2003,13203,2429,13,1,307047,0,158723,20,87381,62297
12683,2003,13205,2520,13,1,14655591,0,6555528,326,2124623,"1,30E+07"
12684,2003,13206,1711,13,1,332876,0,347776,26,138621,"1,10E+06"
12685,2003,13208,2610,13,1,1859782,1146960,1383356,120,714828,"1,20E+06"
12686,2003,13210,2429,13,1,977726,0,554361,36,318255,57683
12687,2003,13211,2423,13,1,1767977,431255,2001299,167,551727,947549
12688,2003,13212,3120,13,1,7742576,274489,5481306,75,494433,"1,30E+06"
12689,2003,13213,2520,13,1,694220,0,626722,97,265095,518714
12690,2003,13215,2812,13,1,4704443,0,2782408,143,688576,"1,20E+06"
12691,2003,13216,2811,13,1,345086,0,211193,28,112618,130672
12692,2003,13217,2811,13,1,1190672,0,469593,22,110604,0
12693,2003,13219,1723,13,1,6560,0,181528,43,175010,"1,70E+06"
12694,2003,13220,2520,13,1,757442,0,488233,34,147723,"1,10E+06"
12695,2003,13221,2429,13,1,8677835,5689548,2259256,58,388816,"2,60E+06"
12696,2003,13222,1541,13,3,1278921,0,781231,63,324700,"2,90E+06"
12697,2003,13223,1541,13,1,55576,0,272634,22,49513,325
12698,2003,13224,2102,13,2,488877,0,70946,15,28119,114211
12699,2003,13225,2101,13,1,208490,50348,237910,15,79708,704991
12700,2003,13228,3511,13,1,269989,0,271235,18,113830,332882
12701,2003,13229,1512,13,1,710118,669840,216937,34,99770,86039
12702,2003,13230,2422,13,1,896914,0,445732,55,218257,131613
12703,2003,13231,1513,13,2,3357334,3357334,893660,29,505493,"2,80E+06"
12704,2003,13232,2413,13,3,1544833,80831,312639,21,160292,45022
12705,2003,13233,3610,13,1,1011517,0,737899,36,125238,176811
12706,2003,13234,3190,13,1,672642,0,375046,30,141822,67651
12707,2003,13235,2811,13,1,15741631,0,6697494,268,1341634,728737
12708,2003,13236,1912,13,1,387115,0,4720525,334,1264827,486303
12709,2003,13237,2520,13,3,10090761,3986799,3544219,172,714557,"6,30E+06"
12710,2003,13239,2022,13,3,4143668,259917,1744450,134,800268,"1,80E+06"
12711,2003,13240,1541,13,1,326175,0,166582,23,69438,321948
12712,2003,13241,1541,13,1,324953,0,190363,23,70966,292880
12713,2003,13242,1541,13,1,203200,0,88572,22,46698,76256
12714,2003,13244,1541,13,1,251237,0,157584,28,81482,132914
12715,2003,13245,2692,13,4,870194,0,556281,82,353353,141207
12716,2003,13246,2429,13,1,2199953,0,671635,69,203844,196887
12717,2003,13249,2811,13,1,541463,0,427161,72,396699,761485
12718,2003,13251,2924,13,1,3625824,9785,2469330,216,1145146,"1,00E+06"
12719,2003,13252,2692,13,1,127392,0,84489,22,46793,0
12720,2003,13253,2010,13,1,1813494,479930,795070,69,246131,280566
12721,2003,13255,1541,13,1,100974,0,49691,13,33444,30353
12722,2003,13256,1729,13,1,349182,0,261456,10,50029,357939
12723,2003,13257,1541,13,1,19078,0,22041,6,10064,61301
12724,2003,13258,2694,13,1,48541474,0,14496248,198,2819144,"2,80E+07"
12725,2003,13261,2102,13,1,8349080,464242,6028019,157,778331,"1,40E+07"
12726,2003,13262,1711,13,1,2546047,137099,2344246,133,957519,"4,40E+06"
12727,2003,13263,2520,13,1,36699,0,18145,10,35779,0
12728,2003,13264,2219,13,1,331083,0,75866,22,56822,246341
12729,2003,13266,3699,13,1,1381955,63581,817502,73,255340,145603
12730,2003,13267,1531,13,1,9952439,0,2189907,41,439099,"2,90E+06"
12731,2003,13268,1541,13,1,411882,0,263307,31,107616,127177
12732,2003,13271,1541,13,1,102990,0,62443,15,35975,42401
12733,2003,13273,1541,13,1,123500,0,96404,21,40961,31874
12734,2003,13274,1541,13,1,109500,0,96173,18,43745,0
12735,2003,13275,1513,13,1,9310287,9061702,3731052,284,1092416,"1,40E+06"
12736,2003,13276,2924,13,2,5372985,263720,2465969,187,1060714,"4,00E+06"
12737,2003,13277,2520,13,1,512333,0,355317,14,67400,269815
12738,2003,13278,2811,13,1,2317854,0,1374367,44,221424,541498
12739,2003,13279,2912,13,1,181212,0,177332,21,45167,13574
12740,2003,13280,2520,13,1,1983650,1309904,1014093,19,298829,706517
12741,2003,13282,2924,13,1,2365530,6495,1894611,151,945171,768736
12742,2003,13283,2695,13,1,3855445,0,2421058,92,671818,335402
12743,2003,13284,1520,13,1,17635450,1358221,15896459,370,2594180,"2,10E+06"
12744,2003,13285,2710,13,3,148564,138683,1485585,15,137813,"7,90E+06"
12745,2003,13286,3693,13,1,805143,0,189213,22,86187,404611
12746,2003,13287,2429,13,1,5129385,0,1611006,64,453611,"1,30E+06"
12747,2003,13289,1511,13,1,349450,0,79208,21,35476,28572
12748,2003,13290,2010,13,1,125839,0,188897,21,59045,111644
12749,2003,13291,1511,13,1,7186100,0,3025320,151,1211166,"1,30E+06"
12750,2003,13292,2899,13,1,893332,0,557373,56,311583,182935
12751,2003,13293,2520,13,1,3637609,616817,2083010,150,706436,"2,40E+06"
12752,2003,13294,2811,13,1,1099597,0,669446,66,410370,87648
12753,2003,13297,2811,13,1,462421,0,188992,20,64428,0
12754,2003,13298,2520,13,3,22216191,0,9411662,374,1804053,"1,20E+07"
12755,2003,13299,3610,13,1,268019,0,539437,33,130159,"4,50E+06"
12756,2003,13300,1541,13,1,135681,0,48437,12,26048,37732
12757,2003,13301,2520,13,1,253257,0,179421,31,119250,594
12758,2003,13302,3530,13,4,17425315,12940760,12225149,1380,7890358,"9,40E+06"
12759,2003,13303,2710,13,1,436596,0,271900,12,68494,50610
12760,2003,13304,1543,13,1,301450,0,182147,18,73341,11541
12761,2003,13305,2710,13,1,3567104,0,1526463,59,297469,795824
12762,2003,13306,2221,13,1,401717,0,153386,33,92533,98892
12763,2003,13307,2811,13,1,304187,0,69908,18,34909,159109
12764,2003,13308,2520,13,1,1233045,138524,878927,83,512847,"1,10E+06"
12765,2003,13309,2923,13,1,563895,0,391124,19,152231,24882
12766,2003,13310,2102,13,1,495622,0,451855,21,126310,69847
12767,2003,13312,1532,13,1,536039,0,416585,93,689035,"2,30E+06"
12768,2003,13313,2925,13,1,1946945,0,661723,59,530422,428206
12769,2003,13316,1711,13,1,547326,0,428127,36,150153,475105
12770,2003,13317,2695,13,1,1749934,0,532645,109,678510,"1,70E+06"
12771,2003,13319,1541,13,1,128743,0,79319,14,25688,52583
12772,2003,13320,2423,13,1,2052984,1334440,723303,72,321384,203592
12773,2003,13321,2424,13,1,590370,0,437041,55,196649,742462
12774,2003,13322,2010,13,1,1235012,0,447794,50,172745,66932
12775,2003,13323,2812,13,1,545284,0,318227,42,149223,975248
12776,2003,13324,2811,13,1,3035283,0,789749,53,398399,176841
12777,2003,13325,2925,13,1,359230,0,258160,27,105018,313156
12778,2003,13327,2929,13,1,193842,0,133260,15,62517,127770
12779,2003,13328,2102,13,1,2754882,29036,1379638,84,268025,462900
12780,2003,13330,3610,13,1,2260228,17978,1143834,120,445578,722277
12781,2003,13332,1531,13,1,6710303,0,1152758,60,260306,995387
12782,2003,13334,1541,13,1,12520,0,61559,13,26190,54726
12783,2003,13335,2520,13,1,7734163,282626,3253281,201,1353700,"3,60E+06"
12784,2003,13336,2022,13,1,954410,0,440496,48,216279,14524
12785,2003,13337,2511,13,1,143331,0,87615,12,31005,61735
12786,2003,13338,2520,13,1,59365,0,33684,15,28523,25821
12787,2003,13339,1513,13,1,112957,0,78369,9,36425,163934
12788,2003,13340,2422,13,1,996304,0,436224,28,155811,69306
12789,2003,13341,3130,13,1,801245,0,454253,62,154182,661356
12790,2003,13343,2211,13,1,86033,0,69145,16,36210,19117
12791,2003,13345,2695,13,1,654164,0,750057,47,400058,450540
12792,2003,13347,1541,13,1,324770,0,160479,28,108025,33913
12793,2003,13348,1729,13,1,242601,0,40288,11,26865,0
12794,2003,13349,1541,13,1,97356,0,47844,13,39097,21303
12795,2003,13351,1711,13,1,1635878,0,1357301,100,384421,"1,60E+06"
12796,2003,13352,1541,13,1,67487,0,54453,12,33972,7518
12797,2003,13354,1513,13,1,268758,111366,35652,10,14647,100891
12798,2003,13355,1513,13,1,2445897,2347367,958783,70,303524,809524
12799,2003,13356,1513,13,1,2462822,1130312,721368,30,136600,340673
12800,2003,13357,3610,13,1,2615615,2413524,1378998,223,623739,"4,20E+06"
12801,2003,13358,1552,13,1,91398,0,60686,13,37698,0
12802,2003,13359,1541,13,1,100856,0,55306,17,40389,13573
12803,2003,13361,3610,13,1,23401,0,36698,37,55078,34767
12804,2003,13363,1531,13,1,4273874,0,1972169,28,155801,"1,10E+06"
12805,2003,13364,1531,13,1,6195920,0,685379,47,508876,"2,30E+06"
12806,2003,13365,1541,13,1,163483,0,94320,22,56714,63413
12807,2003,13366,1541,13,1,110099,0,62252,11,25751,55359
12808,2003,13367,1541,13,1,160095,0,74290,20,52735,7804
12809,2003,13369,1541,13,1,284368,0,243025,26,69239,44525
12810,2003,13370,1552,13,1,72237231,27297773,54056465,1010,6768887,"4,10E+07"
12811,2003,13371,1513,13,1,951440,365084,327528,65,167870,529497
12812,2003,13372,1810,13,1,202960,0,707205,50,286850,0
12813,2003,13374,1541,13,1,120266,0,57374,11,30398,109125
12814,2003,13375,1511,13,1,4877830,0,3508575,78,433344,"1,00E+07"
12815,2003,13376,1543,13,1,840265,0,802148,105,446534,342031
12816,2003,13378,1533,13,1,5335252,0,1829644,96,413075,769451
12817,2003,13379,1513,13,1,1879500,1711061,556347,74,320932,569191
12818,2003,13382,1531,13,1,3500836,0,1053046,33,124271,"2,40E+06"
12819,2003,13383,1531,13,1,4012166,0,708690,34,150615,337231
12820,2003,13384,1541,13,1,196853,0,88719,17,52402,21668
12821,2003,13386,1541,13,1,124181,0,62228,25,46643,437034
12822,2003,13387,1541,13,1,148891,0,111706,26,61092,150343
12823,2003,13388,2694,13,1,6726760,0,4628307,111,782342,"4,00E+06"
12824,2003,13389,1541,13,1,63327,0,29924,40,27974,228274
12825,2003,13391,1541,13,1,182242,0,124685,18,38806,4374
12826,2003,13392,1541,13,1,166948,0,74222,18,39544,3846
12827,2003,13393,1541,13,1,1596022,0,956256,136,371608,412960
12828,2003,13394,2520,13,1,1174999,722613,761036,88,330188,622488
12829,2003,13395,1531,13,1,5459443,4937931,2268281,50,229316,"1,50E+06"
12830,2003,13396,1531,13,1,12671158,6659820,1532662,93,849005,"1,80E+06"
12831,2003,13397,2929,13,1,94356,17281,119502,15,33601,114101
12832,2003,13398,1541,13,1,207119,0,114642,24,68726,37674
12833,2003,13399,1541,13,1,89857,0,36996,12,21560,327
12834,2003,13400,1511,13,1,11995629,0,3320874,159,776347,"1,30E+06"
12835,2003,13401,1552,13,1,17188403,11735707,13679359,471,1798933,"9,60E+06"
12836,2003,13402,1541,13,1,82066,0,42303,13,29393,1755
12837,2003,13403,1533,13,1,16602134,1251937,5530056,338,1943772,"7,50E+06"
12838,2003,13405,2520,13,1,34503737,3380374,13706347,334,2909977,"1,90E+07"
12839,2003,13406,2610,13,3,71415714,679363,61760890,928,7046222,"1,30E+08"
12840,2003,13407,2421,13,2,3046960,2892456,2291228,47,577385,943448
12841,2003,13408,2811,13,1,496106,0,251455,46,111509,48172
12842,2003,13409,1541,13,1,270914,0,62564,18,39766,23591
12843,2003,13410,1544,13,1,3905666,0,1082966,67,791681,609169
12844,2003,13411,1513,13,1,380788,0,90055,50,128282,673505
12845,2003,13413,1541,13,1,120688,0,56515,12,33580,8316
12846,2003,13414,3410,13,1,76998,0,32353,25,62372,77076
12847,2003,13415,1541,13,1,104500,0,78112,22,61284,7071
12848,2003,13416,1533,13,1,0,0,172086,8,88988,0
12849,2003,13418,1552,13,1,4509880,2021709,2509257,64,403475,"3,80E+06"
12850,2003,13419,1533,13,1,15058,0,-1178779,28,137550,717443
12851,2003,13420,1532,13,1,5961,0,2824540,659,2629088,"9,80E+06"
12852,2003,13421,1541,13,1,358988,0,129154,34,59782,25565
12853,2003,13422,1541,13,1,139026,0,64566,17,40694,0
12854,2003,13423,1541,13,1,163463,0,90893,19,47860,14831
12855,2003,13428,1511,13,1,0,0,-599701,45,228502,"4,60E+06"
