Obs,year,nui,ciiu3,region,forpro,fabval,expval,va,emptot,rempag,vstk
9763,2002,16741,2930,13,1,372878,0,237103,11,24598,20680
9764,2002,16742,2230,13,1,0,0,159431,13,19201,40601
9765,2002,16744,1511,13,1,38690,0,86396,25,32149,2510
9766,2002,16745,1810,13,1,0,0,71099,13,26342,1084
9767,2002,16748,1541,13,1,293000,0,208501,23,44741,897
9768,2002,16749,2899,13,1,126420,0,79790,14,45507,14548
9769,2002,16750,1810,13,1,0,0,70292,9,8955,11019
9770,2002,16752,2915,13,1,50625,0,22177,8,50146,171628
9771,2002,16754,2813,13,1,806179,0,644415,16,51057,19148
9772,2002,16755,2927,13,1,512327,0,300285,38,13077,315340
9773,2002,16756,2520,13,1,857512,0,322415,24,95907,154265
9774,2002,16758,2927,13,1,0,0,56881,10,29218,1833
9775,2002,16759,2010,13,1,915915,0,219278,24,70748,236214
9776,2002,16761,1810,13,1,164519,0,31669,12,24663,12503
9777,2002,16763,2424,13,1,112143,0,102773,13,41037,9915
9778,2002,16766,3610,13,1,246562,0,164092,19,62879,17126
9779,2002,16767,2899,13,1,72940,0,57264,14,25846,11184
9780,2002,16768,1810,13,1,177726,0,49200,13,19621,13050
9781,2002,16770,1810,13,1,41952,0,81113,40,98984,21325
9782,2002,16771,1541,13,1,120128,0,26488,13,29382,80875
9783,2002,16773,2899,13,1,257226,0,194688,4,21040,13833
9784,2002,16774,2221,13,1,301191,0,257306,18,67590,144148
9785,2002,16775,2923,13,1,0,0,55471,15,32713,11113
9786,2002,16776,3120,13,1,208848,0,67713,4,10869,19724
9787,2002,16777,2219,13,1,68801,0,29814,7,11413,1093
9788,2002,16778,1541,13,1,137912,0,90512,10,17429,19199
9789,2002,16779,2899,13,1,146122,0,110842,14,37112,52847
9790,2002,16780,2424,13,1,194270,0,134311,10,42232,13790
9791,2002,16781,3599,13,1,153211,0,135317,13,31270,5258
9792,2002,16784,1551,13,1,0,0,56931,43,113830,0
9793,2002,16788,2102,13,1,602349,0,195724,27,82244,42537
9794,2002,16792,3610,13,1,64041,0,42953,14,28020,3202
9795,2002,16793,1541,13,1,219555,0,152245,25,63468,9506
9796,2002,16795,2923,13,1,0,0,66881,6,9912,2082
9797,2002,16797,2899,13,1,203497,0,43681,13,32836,4618
9798,2002,16800,3610,13,1,1380873,0,502394,95,231725,409522
9799,2002,16802,2221,13,1,114548,0,27698,10,15749,3984
9800,2002,16803,2921,13,1,203881,818,88546,13,39445,52790
9801,2002,16804,2221,13,1,375118,27086,217725,22,95423,138269
9802,2002,16807,2813,13,1,145645,0,12777,12,13664,32183
9803,2002,16808,2221,13,1,14964,0,7162,9,31692,3716
9804,2002,16809,1729,13,1,96554,0,75270,13,38146,22072
9805,2002,16811,1541,13,1,102538,0,50071,11,15057,10340
9806,2002,16812,2921,13,1,309423,108196,111735,20,67308,54917
9807,2002,16813,2927,13,1,0,0,88818,10,35470,21016
9808,2002,16814,2211,13,1,843632,0,539492,71,224784,829312
9809,2002,16815,1810,13,1,64649,0,25307,13,17735,2839
9810,2002,16817,2219,13,1,1885122,0,1060996,83,479140,"2,20E+06"
9811,2002,16818,2221,13,1,1450751,13836,895508,30,193096,767201
9812,2002,16819,2811,5,1,581486,0,307827,37,92834,34447
9813,2002,16820,2710,13,1,959679,0,461139,18,48238,53661
9814,2002,16821,2211,13,2,4001550,0,3199102,244,1626884,763720
9815,2002,16822,3610,13,1,239813,0,85569,9,16122,10468
9816,2002,16823,1541,13,1,422908,0,336470,22,116061,10589
9817,2002,16825,2912,1,1,0,0,44106,1,26208,2221
9818,2002,16826,1512,10,1,11048450,4094496,12590547,198,1296443,"8,00E+06"
9819,2002,16835,1554,2,1,335182,0,233217,23,55608,130484
9820,2002,16838,1729,9,1,308834,0,91822,12,34745,33138
9821,2002,16849,2222,13,1,302471,0,187887,16,78904,97427
9822,2002,16893,1729,5,1,220258,0,134719,16,28880,82381
9823,2002,16907,2230,13,1,163632,0,108766,15,67923,70850
9824,2002,16939,2924,4,1,245101,0,186231,13,78362,52906
9825,2002,16944,1541,5,1,44627,0,15699,7,14887,0
9826,2002,16945,3610,6,1,58049,0,107993,15,22438,109944
9827,2002,16984,2010,8,1,16769559,14780789,9296343,197,1198915,0
9828,2002,16985,2010,8,1,0,0,17054336,221,1084668,0
9829,2002,16986,2010,8,1,0,0,1679174,330,1246983,4611
9830,2002,16987,2010,8,1,7137971,7137971,4360518,124,491079,0
9831,2002,16988,2010,7,1,0,0,835383,200,690754,12103
9832,2002,16989,2010,7,1,14546307,9261965,8718239,150,746825,0
9833,2002,16990,2010,10,1,17821837,16551185,14172821,173,937556,0
9834,2002,16991,2010,7,1,7352663,7220592,4050141,107,442860,0
9835,2002,16992,2010,8,1,13343107,10130892,6930938,199,1065946,0
9836,2002,16993,2010,8,1,15645713,14690005,8269586,162,806739,0
9837,2002,16994,2010,8,1,32319362,32096516,20763360,380,1495399,0
9838,2002,16995,2010,7,1,25014353,24908079,16932713,424,1696267,0
9839,2002,16996,2010,8,1,998597,596196,783113,16,82859,0
9840,2002,16997,2010,8,1,14857426,14095329,10351478,265,1139056,0
9841,2002,16998,2010,10,1,6509846,6244661,4752744,181,648966,0
9842,2002,17009,2694,2,1,8978460,0,6067671,42,364811,0
9843,2002,17011,2694,8,1,14821747,0,8522522,20,226194,0
9844,2002,17056,2412,2,1,0,0,1681471,33,78445,"2,00E+06"
9845,2002,17057,1512,8,1,8755667,7640969,3874276,423,991283,"5,30E+06"
9846,2002,17059,3610,8,1,22906,0,10702,13,20900,2905
9847,2002,17060,3120,13,1,375634,0,188109,18,85307,0
9848,2002,17061,3610,13,1,95305,0,173020,14,39184,84432
9849,2002,17062,1511,13,1,77713445,9520649,39300781,280,1131213,"6,30E+06"
9850,2002,17063,3610,8,1,53022,0,12719,7,9455,1523
9851,2002,17064,3610,8,1,122275,0,43445,15,44867,175330
9852,2002,17065,2022,8,1,0,0,1272224,130,761538,442
9853,2002,17066,2022,8,1,0,0,1552327,195,969342,1959
9854,2002,17067,2929,8,1,320080,0,102910,24,84747,114230
9855,2002,17068,2023,8,1,0,0,1055033,136,737766,11853
9856,2002,17069,1810,13,1,172296,0,99549,8,26498,5052
9857,2002,17070,1730,13,1,47065,0,79706,21,33280,96132
9858,2002,17071,2022,8,1,51656,0,27485,20,28065,43903
9859,2002,17072,2926,13,1,0,0,362132,9,55086,173946
9860,2002,17073,1810,13,1,113829,0,25590,15,20957,47974
9861,2002,17074,2023,8,1,0,0,220088,35,150062,0
9862,2002,17075,2023,8,1,0,0,411954,95,302750,3016
9863,2002,17076,2029,7,1,0,0,2155521,377,1037594,795
9864,2002,17077,2029,8,1,0,0,1329933,342,1333772,1000
9865,2002,17078,2029,7,1,0,0,2687652,489,1730068,20725
9866,2002,17079,2029,8,1,0,0,114691,11,59646,0
9867,2002,17080,2029,8,1,0,0,1191912,251,786480,9595
9868,2002,17081,2029,8,1,0,0,2190524,549,1680815,9267
9869,2002,17082,3312,13,1,117582,0,150603,28,105772,173602
9870,2002,17671,1532,10,1,0,0,112024,17,30839,53739
9871,2002,18144,1549,9,1,795576,795576,450883,25,42598,26056
9872,2002,21661,2710,1,1,154212,0,119146,19,60232,363686
9873,2002,22031,1541,13,3,0,0,24138745,449,3208979,0
9874,2002,22481,2219,9,1,190266,0,145633,21,57696,43943
9875,2002,22484,2899,6,1,11253,0,115758,15,57931,1819
9876,2002,22487,2921,9,1,293335,0,68403,13,22048,145343
9877,2002,22491,2710,9,1,979506,0,801890,10,34673,26037
9878,2002,22498,1533,5,1,0,0,40061,6,13494,41049
9879,2002,22507,1551,10,1,0,0,39254,9,21789,41805
9880,2002,22520,1729,5,1,0,0,268653,47,135882,3586
9881,2002,22521,2212,9,1,235102,0,195104,31,102271,550
9882,2002,22549,2221,2,1,19047,0,17184,5,18365,9487
9883,2002,22560,1552,8,1,392641,0,162838,16,35324,34000
9884,2002,22573,1552,8,1,29199,0,17599,8,11175,21907
9885,2002,22583,2021,9,1,0,0,53429,11,25821,394
9886,2002,22611,1549,10,2,0,0,9103,6,7187,1529
9887,2002,22612,1551,5,1,126474,0,115633,8,13934,8885
9888,2002,22655,1920,7,1,207509,0,43151,30,72480,18802
9889,2002,22681,1810,6,1,33750,0,80266,8,12747,7945
9890,2002,22723,1552,13,3,10769881,8287326,6044851,15,337094,0
9891,2002,22724,1552,6,3,23599188,17973281,12395150,10,257795,0
9892,2002,22725,1552,7,3,15246011,11740098,10019424,20,208012,0
9893,2002,22726,1552,7,3,12400335,9877199,6640236,8,93810,0
9894,2002,22727,1552,6,3,25837058,19559622,13359054,14,257883,0
9895,2002,22728,1552,13,3,4902986,3847730,2224755,6,67217,0
9896,2002,22729,1552,7,3,4859798,3770260,2566448,1,4204,0
9897,2002,22730,1552,7,3,1601280,0,706790,2,6576,0
9898,2002,22768,2710,2,1,2570619,0,726900,26,58208,30027
9899,2002,22775,1552,7,3,2073893,650076,501632,0,403,0
9900,2002,22776,2899,2,1,6064014,0,4372311,27,648565,"1,10E+07"
9901,2002,22780,1552,6,3,2539763,1987033,1481520,3,37702,0
9902,2002,22819,2695,2,1,1279992,0,663540,13,30295,0
9903,2002,22820,2695,13,1,3338504,0,1243726,48,84038,0
9904,2002,22821,2695,13,1,2039197,0,800651,1,5784,0
9905,2002,22822,2695,13,1,3007431,0,1280363,1,5784,0
9906,2002,22823,2695,13,1,321224,0,126122,1,5784,0
9907,2002,22831,2695,8,1,2151978,0,688040,17,29778,0
9908,2002,22850,1541,5,1,367823,0,249290,33,113508,181264
9909,2002,22854,1533,6,1,0,0,11652111,49,378495,"1,30E+07"
9910,2002,22867,3610,9,1,62625,0,41511,15,25252,2624
9911,2002,22869,2029,7,1,6902851,5603154,4693607,344,933099,"2,10E+06"
9912,2002,22928,2010,8,1,691052,91962,398917,89,218023,334690
9913,2002,22929,3610,13,1,40567,0,3651,3,5844,9478
9914,2002,22990,1531,4,1,0,0,16987,5,5354,21611
9915,2002,23012,1513,1,1,0,0,35505,14,22620,69681
9916,2002,23099,1552,10,1,0,0,1547,8,23902,294873
9917,2002,23120,3530,13,1,0,0,86810,6,41121,2765
9918,2002,23141,2921,10,1,0,0,91359,7,6866,14208
9919,2002,23214,1552,4,1,21848,0,1266,9,17236,16272
9920,2002,23315,2422,13,3,2035000,55000,683476,52,368074,"1,50E+06"
9921,2002,23323,2520,13,1,346266,0,417855,30,68160,252042
9922,2002,23324,1541,13,1,437337,0,260965,41,139198,137899
9923,2002,23334,2010,8,1,653297,50833,449189,14,39594,"1,00E+06"
9924,2002,23343,3610,9,1,1570239,0,554777,62,255816,76497
9925,2002,23350,1810,13,1,797612,0,520142,49,159564,35565
9926,2002,27745,2520,2,2,943564,93828,378554,22,197199,55210
9927,2002,27922,2710,3,3,24915812,0,105139823,320,2840730,"9,40E+06"
9928,2002,27942,2429,8,1,118558,0,84079,6,22571,132936
9929,2002,27982,2211,12,1,55076,0,44203,5,15125,12191
9930,2002,27996,1514,5,1,78146,7952,59014,8,28985,63617
9931,2002,28016,1514,3,1,153066,0,8283,6,11365,967064
9932,2002,28089,1912,8,1,15125,0,4578,8,11270,12862
9933,2002,28090,3320,5,1,366811,635,281465,32,113274,23170
9934,2002,28091,2413,5,1,1387418,0,442375,47,162751,779919
9935,2002,28092,2899,7,1,135888,0,259241,20,79409,22839
9936,2002,28095,2924,7,1,631818,0,371124,39,111577,230285
9937,2002,28096,1911,10,1,842034,0,363935,46,143486,333093
9938,2002,28097,1810,6,1,32895,0,78233,8,12424,7744
9939,2002,28098,2102,5,1,264455,0,203358,16,85073,100338
9940,2002,28099,1721,8,1,88986,0,40067,10,20643,100150
9941,2002,28100,1920,10,1,12924,0,21528,11,12580,553
9942,2002,28101,1810,3,1,78427,0,56077,10,14002,29616
9943,2002,28102,2610,1,1,174472,81693,126851,25,81513,88655
9944,2002,28103,3430,4,1,0,0,48005,11,25595,35784
9945,2002,28104,1554,3,1,96292,0,85541,13,20628,759
9946,2002,28105,2221,4,1,386319,0,291666,28,82128,198004
9947,2002,28106,2423,5,1,910150,0,349728,35,134644,222914
9948,2002,28108,3312,5,2,1091494,162040,382283,42,244900,222554
9949,2002,28109,1912,5,1,468146,7552,364651,40,225285,38644
9950,2002,28110,2511,4,1,886234,0,664263,41,203601,283708
9951,2002,28111,1551,3,1,144788,0,86234,18,35725,41296
9952,2002,28113,2211,6,1,883522,0,492505,46,231984,"1,10E+06"
9953,2002,28115,1711,12,1,444497,0,190339,10,31591,346657
9954,2002,28117,1810,2,1,490637,0,311929,26,83960,613822
9955,2002,28118,1920,5,1,184894,0,163655,16,51765,170044
9956,2002,28119,2694,4,1,534924,0,531309,35,92589,0
9957,2002,28121,1729,9,1,205279,0,135559,7,28667,41572
9958,2002,28122,2211,9,1,41708,0,31019,10,16891,31636
9959,2002,28123,1511,2,1,131653,0,85445,10,31781,24232
9960,2002,28124,2219,11,1,127070,0,105523,10,48394,22181
9961,2002,28125,2610,4,1,73772,0,58026,8,21168,588
9962,2002,28126,2511,9,1,444734,0,306597,26,103057,288975
9963,2002,28127,3592,6,1,467835,0,314247,31,207416,644750
9964,2002,28129,2691,9,1,42780,0,42034,12,16161,2204
9965,2002,28131,2211,8,1,1186866,0,398760,51,195018,"1,40E+06"
9966,2002,28133,2010,1,1,891760,0,264381,37,163080,130048
9967,2002,28135,2699,6,3,1385897,0,283317,46,338034,"1,10E+06"
9968,2002,28136,2520,4,1,252171,0,58393,14,41384,38294
9969,2002,28140,2811,4,1,31235,0,57086,15,30501,62943
9970,2002,28142,1520,1,1,24176,0,18364,8,11324,1468
9971,2002,28144,2695,12,1,69118,0,48122,20,36673,39290
9972,2002,28145,1551,5,1,59259,0,4251,6,12462,7789
9973,2002,28146,2211,12,1,119876,0,260135,22,91072,32324
9974,2002,28147,1514,3,1,149188,0,8076,6,11077,942557
9975,2002,28150,2921,7,1,60129,0,50585,19,41853,3104
9976,2002,28153,2694,8,1,158650,0,24317,7,39071,0
9977,2002,28156,2692,8,2,759500,0,213519,31,251706,"3,00E+06"
9978,2002,28157,2023,10,1,352903,0,283523,38,61240,93884
9979,2002,28158,2109,7,1,309609,0,281591,22,56505,153316
9980,2002,28160,1533,5,1,218166,0,24255,7,27622,134137
9981,2002,28162,2924,4,1,315816,0,167545,15,53001,63067
9982,2002,28164,2109,5,1,1261899,66704,914873,46,280829,912539
9983,2002,28165,3530,13,1,267731,0,30744,23,35221,118887
9984,2002,28166,3430,5,1,487295,0,686369,49,259180,444033
9985,2002,28167,1533,9,1,909239,0,286262,21,116431,644919
9986,2002,28169,2424,8,1,353766,0,91792,19,34521,18812
9987,2002,28173,1554,6,1,598781,0,268650,15,64487,771506
9988,2002,28174,1920,4,1,515725,0,357420,44,138577,30278
9989,2002,28177,1511,11,1,46378,0,24482,5,6327,14143
9990,2002,28179,1911,8,1,1124552,0,499058,39,103625,308541
9991,2002,28180,1514,7,1,1243145,0,838823,6,45356,295736
9992,2002,28181,2221,7,1,368458,0,282824,43,160342,419809
9993,2002,28183,1531,4,1,0,0,17973,5,5493,22173
9994,2002,28184,2219,9,1,121412,0,117723,14,53830,3041
9995,2002,28187,2693,9,1,153804,0,109640,27,62983,426147
9996,2002,28188,2710,3,1,119134,107284,70682,5,23362,145961
9997,2002,28190,2102,6,1,264455,0,206054,16,82917,97795
9998,2002,28192,2109,8,1,429884,0,280659,34,148750,69625
9999,2002,28193,3410,1,1,0,0,95890,16,40441,16412
10000,2002,28195,2710,9,1,155293,0,230458,33,166564,247495
10001,2002,28196,3110,5,1,0,0,217460,30,174655,3883
10002,2002,28202,2694,7,1,1689456,0,609065,44,357864,"7,60E+07"
10003,2002,40000,2693,1,1,381034,0,276022,42,114905,179200
10004,2002,40001,2022,1,1,103666,0,79731,29,72900,92157
10005,2002,40002,2010,2,1,245829,0,430154,23,83048,280146
10006,2002,40003,1531,2,1,850769,0,257247,39,219771,636268
10007,2002,40004,3511,3,1,0,0,462405,35,187996,85607
10008,2002,40005,3691,5,1,102403,38249,26882,10,16857,90895
10009,2002,40006,3120,5,1,182870,0,395256,22,179631,112362
10010,2002,40007,2101,6,1,2228392,2862,630133,22,171070,482994
10011,2002,40008,3120,6,2,304375,0,125744,15,52598,51738
10012,2002,40009,3699,7,1,86811,0,72438,13,33988,96586
10013,2002,40010,2930,7,1,184054,0,163845,18,35368,136403
10014,2002,40011,2813,9,1,311165,0,49204,17,39015,131989
10015,2002,40012,1722,11,1,29354,11415,22864,10,16417,8594
10016,2002,40014,1911,5,1,1124552,0,511329,39,100999,300723
10017,2002,40015,2610,8,1,149433,0,89784,11,44189,47257
10018,2002,40016,2212,1,1,834381,0,548036,12,125680,548701
10019,2002,40019,3599,6,1,193877,0,56027,19,21165,31598
10020,2002,40020,2610,11,1,326471,22850,114654,21,62706,154841
10021,2002,40022,2520,11,1,353502,0,123745,17,35454,134939
10022,2002,40023,1533,1,1,797034,0,169634,11,42100,14796
10023,2002,40024,1543,12,1,144640,0,113574,7,22680,108209
10024,2002,40026,3420,9,1,124012,0,49229,12,15319,32278
10025,2002,40027,2694,3,1,1260596,0,449362,42,294528,"1,20E+07"
10026,2002,40028,2429,11,2,1232664,0,389385,5,37381,95220
10027,2002,40030,3220,13,1,606502,554552,318039,36,258179,437958
10028,2002,40031,3330,13,1,29204,0,43449,19,37313,50083
10029,2002,40036,2424,7,1,401389,0,45034,17,21881,193377
10030,2002,40038,2915,7,1,174384,0,99384,16,95582,279863
10031,2002,40040,2412,8,1,446874,0,241449,10,52690,0
10032,2002,40047,1514,5,1,418595,0,94012,14,26509,219611
10033,2002,40048,2610,5,1,100377,0,85897,8,18350,29596
10034,2002,40049,2423,8,1,299412,0,195858,15,18120,314463
10035,2002,40050,3693,8,1,77901,0,76150,10,24303,8449
10036,2002,40055,2520,12,1,147519,0,110845,14,28683,74859
10037,2002,40057,2101,10,1,242887,0,74920,9,39418,10592
10038,2002,40058,3592,1,1,420459,0,342107,27,133285,359170
10039,2002,40059,2212,2,1,811141,0,400093,22,248069,540139
10040,2002,40060,2699,8,1,615374,0,207434,9,78947,791190
10041,2002,40061,1549,1,1,80466,54800,57634,14,26727,270608
10042,2002,40062,3699,1,1,163309,0,116567,15,45996,181762
10043,2002,40063,2212,7,1,173243,0,58433,5,22395,207407
10044,2002,40065,2219,4,1,80089,0,46863,9,25651,123347
10045,2002,40066,1543,7,1,0,0,5331,19,36836,96996
10046,2002,40068,2212,11,1,23618,0,7901,5,13175,5339
10047,2002,40069,2899,2,1,461101,0,123229,25,48925,156083
10048,2002,40070,2694,2,1,681023,0,390240,10,48523,0
10049,2002,40071,1544,7,1,0,0,21876,7,9447,247349
10050,2002,40073,2812,1,1,333323,0,67670,14,22748,5748
10051,2002,40074,2812,7,1,241137,0,60378,11,26421,54343
10052,2002,40077,2212,9,1,337683,0,270892,31,91930,143051
10053,2002,40078,1532,7,1,833992,0,591652,32,81271,181434
10054,2002,40079,1532,8,1,870999,0,532474,32,83384,186151
10055,2002,40095,2101,10,1,149591,33819,158437,13,63349,108176
10056,2002,40107,2811,12,1,639255,0,517429,35,83357,256789
10057,2002,40110,2694,2,1,474520,0,102104,10,48940,0
10058,2002,40111,1912,8,1,14742,0,4466,8,10985,12536
10059,2002,40112,1544,7,1,0,0,23133,7,9693,253780
10060,2002,40114,2812,1,1,476926,0,197309,17,72858,32647
10061,2002,40116,3320,5,1,357516,618,274335,32,110404,22583
10062,2002,40117,2413,5,1,1312286,0,1282541,40,246424,"3,20E+06"
10063,2002,40124,3511,12,4,80711,0,32508,5,20298,10821
10064,2002,40127,2924,7,1,615806,0,361718,39,108750,224449
10065,2002,40132,1920,10,1,12596,0,20982,11,12261,539
10066,2002,40134,2610,1,1,170050,79623,123639,25,79447,86408
10067,2002,40135,3430,4,1,0,0,46788,11,24946,34877
10068,2002,40136,1554,3,1,98795,0,87765,13,21164,779
10069,2002,40137,2221,4,1,376528,0,284271,28,80047,192986
10070,2002,40138,2423,5,1,1026437,0,577644,43,184371,217266
10071,2002,40139,3511,2,2,287731,0,346978,20,110316,232251
10072,2002,40140,3312,5,2,1923424,153932,1397407,48,355930,215206
10073,2002,40141,1912,5,1,456283,7363,355407,47,182264,37665
10074,2002,40143,1551,3,1,141119,0,84046,18,34820,40250
10075,2002,40145,2211,6,1,927966,0,571979,44,224322,"1,10E+06"
10076,2002,40146,2101,9,1,99473,0,54423,25,38999,15902
10077,2002,40148,2694,5,1,636956,0,327309,12,57691,0
10078,2002,40150,1920,5,1,180209,0,159509,16,50453,165735
10079,2002,40151,2694,4,1,521368,0,517846,35,90243,0
10080,2002,40154,2211,9,1,40650,0,30232,10,16463,30834
10081,2002,40155,1511,2,1,128316,0,83281,10,30976,23618
10082,2002,40156,2219,11,1,123849,0,102848,10,47168,21619
10083,2002,40157,2610,4,1,71903,0,56558,8,20632,573
10084,2002,40158,2511,9,1,422480,0,476989,39,152405,279432
10085,2002,40159,3592,6,1,455980,0,306284,32,133730,628411
10086,2002,40163,2211,8,1,1127475,0,792405,51,188579,"1,40E+06"
10087,2002,40165,2010,1,1,869162,0,257681,37,158947,126752
10088,2002,40167,2699,6,3,1743598,0,372952,46,420474,"1,10E+06"
10089,2002,40168,2520,4,1,309492,0,129160,14,41384,38294
10090,2002,40171,2693,1,1,371378,0,268951,42,111993,174659
10091,2002,40172,2022,1,1,101039,0,77713,29,71053,89822
10092,2002,40173,2010,2,1,239599,0,419252,23,80943,273047
10093,2002,40174,1531,2,1,1437550,0,779121,48,280605,620144
10094,2002,40175,3511,3,1,0,0,450686,35,183232,83438
10095,2002,40176,3691,5,1,109042,0,153664,14,62022,118105
10096,2002,40177,3120,5,1,178237,0,385242,22,175079,109514
10097,2002,40178,2101,6,1,1303003,0,426384,31,89458,450555
10098,2002,40179,3120,6,2,292792,0,263821,14,61612,31757
10099,2002,40180,3699,7,1,102832,0,64361,14,34345,91906
10100,2002,40182,2813,9,1,303279,0,47955,17,38026,128644
10101,2002,40183,1722,11,1,28609,11125,22284,10,16001,8376
10102,2002,40186,2610,8,1,91992,0,66269,14,33624,17035
10103,2002,40187,2212,1,1,813236,0,534149,12,122495,534796
10104,2002,40191,2610,11,1,318199,22270,111752,21,61117,150918
10105,2002,40193,2520,11,1,344544,0,120611,17,34555,131519
10106,2002,40194,1533,1,1,2237686,0,806469,11,40709,14306
10107,2002,40195,1543,12,1,140974,0,110697,7,22105,105467
10108,2002,40197,3420,9,1,120870,0,47982,12,14931,31459
10109,2002,40198,2694,3,1,1352539,0,354542,42,543709,"1,20E+07"
10110,2002,40199,2429,11,2,1201425,0,379518,5,36434,92807
10111,2002,40201,3220,13,1,591134,540498,309981,36,251636,426860
10112,2002,40207,2424,7,1,391216,0,43889,17,21327,188477
10113,2002,40211,2412,8,1,681142,0,181164,10,56933,0
10114,2002,40214,2212,4,1,439959,0,241918,47,619558,351333
10115,2002,40215,2212,5,1,2088512,0,727784,49,423652,374320
10116,2002,40216,2212,12,1,588327,0,385865,17,56325,"1,40E+06"
10117,2002,40217,2412,13,1,58420,0,23226,3,2911,7305
10118,2002,40218,3511,5,1,0,0,82883,11,49479,6141
10119,2002,40219,2694,7,1,534924,0,533225,35,90243,0
10120,2002,40221,2212,5,1,2035587,0,709344,49,412916,364834
10121,2002,40222,2212,12,1,63670,0,52568,13,36175,17519
10122,2002,40223,2412,13,1,56940,0,22637,3,2837,7120
10123,2002,40224,3230,13,1,180171,135176,71990,10,32668,18982
10124,2002,40225,1549,10,2,273213,0,57721,18,22886,5845
10125,2002,40226,3511,2,2,142239,0,391342,22,138906,309050
10126,2002,40227,2101,9,1,498449,0,223947,33,98379,402775
